#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-05-29T19:33:31 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ60b296d3281370	
#INFO	-out.max=unlimited	
#INFO	queryParameters=16	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:I/239&tab:{I/239/hip_main}&key:source=I/239/hip_main&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=I/239/hip_main
#-order=I
#-out=HIP
#-out=Vmag
#-out=Plx
#-out=B-V
#-out=SpType
#HIPep=HIPep
#Erratum=Erratum
#

#RESOURCE=yCat_1239
#Name: I/239
#Title: The Hipparcos and Tycho Catalogues (ESA 1997)
#Coosys	H_1991.250:	ICRS
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title: The Hipparcos Main Catalogue
#Column	HIP	(I6)	Identifier (HIP number) (H1)	[ucd=meta.id;meta.main]
#Column	Vmag	(F5.2)	? Magnitude in Johnson V (H5)	[ucd=phot.mag;em.opt.V]
#Column	Plx	(F7.2)	? Trigonometric parallax (H11)	[ucd=pos.parallax.trig]
#Column	B-V	(F6.3)	? Johnson B-V colour (H37)	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	SpType	(a12)	Spectral type (H76)	[ucd=src.spType]
HIP;Vmag;Plx;B-V;SpType
 43417; 7.02;   9.26; 0.300;A2
 43418; 9.36;  18.03; 0.931;K0
 43419;10.68;   6.58; 0.564;F8
 43420; 7.49;   3.00; 1.211;K2
 43421; 6.70;   4.96; 0.881;G5
 43423; 9.41;   3.29; 0.464;F0IV
 43424;10.56;   0.83; 1.047;G0
 43425; 8.31;   3.70; 1.110;K1III
 43422; 9.08;  31.24; 0.746;
 43426; 6.86;  17.24; 0.592;F8
 43428; 9.07;   3.69; 0.309;A2/A3IV
 43427; 6.41;   4.28; 0.009;A2Vs
 43429; 9.97;   6.67; 0.710;F8
 43430; 7.44;   9.90; 0.331;F0
 43431; 6.93;   2.99; 1.506;M5III
 43432; 8.71;  12.07; 0.497;F5
 43433; 8.00;   6.85; 0.131;A2V
 43434; 7.74;   0.80; 0.897;G2II
 43435; 9.00;   3.13; 0.351;F0
 43436; 8.33;   5.48; 0.140;A1/A2IV
 43437;10.02;  -0.70; 0.370;F2
 43438; 8.50;   1.11; 1.360;M4IIIvar
 43439;10.60;  17.47; 1.036;
 43440; 8.53;   0.57; 1.267;K0
 43441; 8.88;   3.33; 1.522;K5
 43442; 8.99;   6.08; 0.933;G5III
 43443; 7.58;   1.25; 0.716;B1.5Iab
 43444; 9.56;  -2.26; 0.000;A0II/III
 43445; 8.63;  13.50; 0.481;F8
 43446; 7.42;  20.09; 0.483;F2
 43447; 8.71;  10.89; 0.500;F6V
 43448; 8.87;   2.22; 0.891;G5
 43449; 8.53;  14.29; 0.574;G0
 43450; 8.67;   3.16;-0.073;B8/B9V
 43451; 7.44;   3.01; 1.555;K0
 43452; 7.99;   5.20; 0.465;F5
 43453;10.28;   4.42; 0.451;F
 43454; 6.36;  25.02; 0.669;G2IV
 43455; 8.58;   4.25; 1.280;K1/K2III
 43457; 9.23;   0.72; 1.522;K5
 43456; 7.99;   6.37; 0.083;A0
 43458; 8.10;   1.91; 1.092;K0III
 43459; 7.86;   1.94; 0.007;B9.5III
 43460; 9.47;   5.67; 0.567;F8
 43461; 7.65;   7.67; 0.130;A3V
 43462; 9.03;   2.13; 0.035;B5V
 43463; 7.38;   5.37; 0.911;G5
 43464; 7.79;   1.42; 0.010;B3V
 43465;10.03;   1.05;-0.070;B8
 43466; 7.00;   0.64;-0.167;B2III
 43467; 7.90;   5.39; 0.001;A0IV/V
 43468; 8.66;   5.12; 1.182;K1III
 43469; 8.87;   2.21; 1.566;M...
 43470; 9.38;  15.29; 0.764;G
 43471; 8.78;  12.21; 0.548;F8
 43472; 8.01;   7.19; 0.554;F6V
 43473; 7.71;   1.45;-0.156;B3V
 43474; 7.76;  -0.71; 1.341;K2
 43475; 8.98;   0.24; 0.964;K0
 43476; 8.27;   3.11; 1.003;G8III
 43477; 8.62;  24.55; 0.696;G0
 43478; 8.72;   1.60; 0.256;F0
 43479; 8.50;   7.70; 0.331;G0
 43480; 8.65;   6.78; 0.285;A5
 43481; 7.45;   3.21; 1.551;K5III
 43482; 9.16;   4.32; 0.485;F8
 43483; 8.78;  10.44; 0.705;G5V
 43484; 7.75;   4.78; 0.004;B9V
 43485; 8.00;   5.14; 0.397;F0
 43486; 6.54;   9.20; 0.043;A2Vn
 43487; 7.16;  17.67; 0.545;F7V
 43488;10.56;   5.09; 0.595;F8
 43489; 7.12;   1.31; 1.631;M0
 43490; 9.55;  14.10; 0.544;G0
 43491; 9.69;  -1.21; 1.350;K3
 43492; 8.32;  -0.16; 1.439;K0
 43493; 7.62;   1.42; 1.659;M2/M3III
 43494; 8.17;   2.27;-0.102;B9III/IV
 43495; 9.32;   1.85; 1.434;K0III
 43496; 5.55;   6.68; 0.150;A4m
 43497; 9.04;   3.53; 0.032;A0V
 43498; 8.02;   5.80; 0.622;F5
 43499; 5.59;   4.55;-0.102;B8III
 43500; 9.15;   4.39; 0.975;G8IV
 43501; 9.21;   4.65; 0.417;F5
 43503; 8.96;   1.20; 0.943;G5
 43502; 8.88;   3.14; 0.813;G0
 43504; 9.21;   2.08; 0.138;A0/A1V
 43506; 9.30;   2.53; 0.960;G8III
 43505; 8.92;  11.33; 0.483;G0
 43507; 8.15;  11.26; 0.449;F3V
 43508; 7.62;   2.80;-0.031;B8/B9IV
 43509; 8.12;   1.06; 0.007;A0IV
 43510;11.54;  55.46; 1.481;
 43511; 7.75;   4.40; 0.068;A0...
 43512; 8.11;   4.07; 0.400;F0III
 43513; 6.69;   2.64;-0.043;B6III
 43514; 8.65;   1.80; 0.954;G5III
 43515; 9.24;  -0.22; 1.512;M...
 43516;10.34;  20.05; 1.110;K8
 43517; 8.35;   6.95; 0.505;F5V
 43518; 8.69;   1.03; 1.656;K5
 43519; 7.83;   4.42; 1.102;K0
 43520; 6.38;   2.54;-0.150;B3V
 43521; 9.60;  -0.69; 1.754;M0
 43522; 8.87;  13.31; 0.590;G0
 43523; 7.85;   2.55; 0.999;G8III
 43524; 8.95;  11.01; 0.628;G2w...
 43525; 8.40;   9.48; 0.451;F2
 43526; 9.38;   6.53; 0.496;F5
 43527; 9.81;   0.41; 0.990;K5
 43528; 6.49;   2.93;-0.106;Ap...
 43529; 9.03;   4.43; 0.413;F5
 43530; 7.47;   4.58; 1.230;K0
 43531; 5.15;  11.91; 0.971;K0III
 43532; 8.45;   6.07; 0.620;G0IV
 43533; 7.63;   6.51; 0.352;F0V
 43534; 9.26;  60.63; 1.319;K5
 43535; 7.54;   3.23; 1.212;K2III
 43536; 7.88;   3.70;-0.092;B8IV/V
 43537; 8.42;   0.35; 1.442;K3/K4III
 43538; 9.01;   4.96; 1.055;K0
 43539; 7.20;   8.03; 0.171;A2
 43540; 8.55;   3.33; 1.169;K0
 43541; 9.12;   2.71;-0.070;B6p
 43542; 8.96;   6.50; 0.460;G5
 43543; 8.16;  17.21; 0.557;G2V
 43544; 9.70;   3.11; 0.365;F5
 43545; 9.46;   7.70; 0.549;F8
 43546;10.20;   2.00; 0.896;K0
 43547; 8.97;   3.24; 0.952;K0
 43548; 8.57;   5.61; 0.219;A2
 43549; 7.08;   5.97; 1.032;K0
 43550; 5.98;   6.80; 1.251;K0III
 43551; 8.31;   6.38; 0.226;A3
 43552;10.49;  20.56; 0.930;K3
 43553; 5.96;   6.06; 1.233;K0III
 43554; 8.75;   4.45; 0.362;F5
 43555; 8.51;   4.00; 1.101;K
 43556; 9.07;   3.44; 1.467;K2/K3III:
 43557; 6.57;  41.42; 0.640;G0
 43558; 7.64;  13.52; 0.498;F6/F7V
 43559; 9.08;   2.24; 0.906;G8III+...
 43560; 9.63;   0.88; 0.868;G0
 43561; 9.18;   4.11; 0.335;F5
 43562; 9.71;   4.36; 0.570;F8/G0V
 43563; 8.16;   0.42; 1.659;K5/M0III:
 43564; 8.50;   1.54;-0.128;B5
 43565; 6.83;  19.49; 0.553;F8IV
 43566; 7.21;   2.72;-0.076;B6V
 43567; 8.10;   3.61; 0.483;F5
 43568; 7.99;   5.57; 0.060;A1V
 43569; 7.84;  11.81; 0.990;G5
 43570; 6.34;   5.96; 0.122;A5V
 43571; 6.79;   7.05; 0.014;A0V
 43572; 8.39;   2.96; 1.397;K2III
 43573; 6.49;   4.04; 1.451;K2/K3III
 43574; 8.16;   0.26; 0.908;G5
 43575; 6.25;   3.68; 1.552;M3III
 43576; 8.45;   4.61; 0.815;G6IV
 43577; 8.75;   1.87; 1.021;K0III
 43578; 8.75;   4.18; 0.103;A2
 43579; 8.53;   1.06;-0.009;B9IV/V
 43580; 6.12;   9.65; 1.142;K1III
 43581; 7.92;   2.26; 0.100;A0IV
 43582; 8.50;   1.35; 1.554;M0
 43583; 7.79;   3.65; 1.363;K2III
 43584; 5.67;  16.01; 0.224;A8Vms
 43585; 7.72;   3.72; 0.096;A2/A3V
 43586;10.34;   6.11; 0.885;K0
 43587; 5.96;  79.80; 0.869;G8V
 43588; 9.35;   3.53; 0.729;G5
 43589; 5.92;   3.00;-0.148;B3Vn
 43590; 6.41;   3.07; 0.549;G8III+...
 43591; 8.41;   1.72; 0.996;K0III
 43592; 7.95;   7.21; 0.443;F8
 43593; 6.39;   7.19; 0.003;A0V
 43594; 7.69;   3.70; 0.986;K0III
 43595;10.83;   7.01; 0.617;
 43596; 9.03;   7.51; 0.486;G5
 43597; 9.01;  17.27; 0.692;G5V
 43598; 9.33;   5.61; 0.600;G5
 43600; 8.23;   3.88; 1.060;K0III
 43599;10.55;   7.51; 0.745;
 43602; 6.81;   3.52;-0.034;B9IV/V
 43601; 8.13;   1.35; 1.180;K2III
 43603; 5.79;   3.72; 1.508;K5/M0III
 43604; 7.44;   2.65; 0.007;A0III/IVp..
 43605; 8.43;   2.18; 1.021;G6/G8III
 43606;10.83;  13.57; 0.894;
 43607;10.54;   8.56; 0.474;G0
 43608; 7.63;   1.89; 0.937;G5
 43609; 7.59;   4.64; 1.080;K0III
 43610; 8.63;   1.69; 1.539;K2/K3III
 43611; 7.95;   2.18;-0.018;B8V
 43612; 8.65;   3.09; 0.046;A0
 43613; 7.83;   3.81; 1.003;G5
 43614; 9.51;  -2.25; 1.193;K5
 43615; 9.78;   7.59; 0.756;K0
 43616; 7.35;   8.13; 1.091;K2
 43617; 9.64;  11.54; 0.587;G3V
 43618; 8.61;  16.49; 0.690;G0
 43619; 8.75;  -0.47;-0.060;B9III
 43620; 6.02;  11.01;-0.023;A0V
 43621; 8.73;   4.22; 0.128;A0V
 43622; 9.05;   0.87; 1.500;K5
 43623; 6.43;   7.81; 1.082;K1III
 43624; 6.35;  16.19; 0.414;F5IV-V
 43625; 6.92;  28.08; 0.498;F5
 43626; 8.06;  11.03; 0.472;F3V
 43627; 8.42;   1.24; 1.487;K2
 43628; 8.78;   2.12; 0.980;G5
 43629; 9.23;   1.78; 1.438;K5
 43630; 7.38;  18.32; 0.612;G0
 43631; 8.62;   1.54; 0.864;G0
 43632; 9.19;   4.62; 0.717;G0
 43633; 8.84;   0.18; 0.525;F5
 43634; 7.09;  13.88; 0.609;G0
 43635; 6.87;  11.05; 0.404;F2
 43636; 8.47;   3.63; 1.028;G8/K0III
 43637; 8.44;   0.37; 0.886;G5
 43638; 8.63;   0.79; 0.111;A0
 43639; 9.61;   2.87; 0.300;F0
 43640; 8.52;   7.45; 0.273;F0
 43641; 8.52;   2.33; 0.986;G5III
 43642; 7.62;   3.00; 1.596;K5
 43643; 7.42;   5.96; 0.093;A1/A2V
 43644; 5.72;  11.45; 0.305;F2III
 43645; 8.00;   3.40; 0.035;Asp...
 43646; 8.98;   0.85; 0.011;B9IV
 43647; 8.40;   3.11; 1.028;G8/K0III
 43648; 7.62;   1.90; 1.188;K0
 43649; 8.72;   3.73; 1.279;K0III
 43650;12.28;  17.80; 0.450;
 43651; 6.98;   2.46; 1.528;K5
 43652; 9.72;   9.59; 0.500;G0
 43653;10.16;  -1.26; 1.500;M4e-M8.0e
 43654; 8.02;   5.99; 1.163;K2
 43655; 7.35;  15.95; 0.497;F7V
 43656; 7.56;   2.95; 0.040;A0V
 43657; 8.65;   3.17;-0.007;B9V
 43658; 8.42;   1.76; 0.221;A2/A3III
 43659; 8.94;   3.90; 0.096;A1V
 43660;10.69;  24.23; 1.297;
 43661; 9.27;   1.26; 1.049;K0
 43662; 8.44;   3.64; 1.055;G5
 43663; 8.08;   3.66; 0.007;B9
 43664; 8.23;   7.67; 0.348;Fm...
 43665; 8.02;   9.66; 0.642;F8
 43666; 7.06;   7.97; 0.189;A3
 43667; 9.27;  38.67; 1.139;M0V:
 43668; 8.63;   6.44; 0.281;A0
 43669; 5.78;   2.37;-0.088;B5III
 43670; 8.46;  24.66; 0.766;G8V
 43671; 5.31;  12.49; 0.275;Am
 43672; 7.24;   3.57;-0.007;A0
 43673; 6.42;   2.48; 0.960;K0II/III+..
 43674; 8.03;  12.41; 0.626;G0
 43675; 8.54;   5.41; 0.610;G0
 43676; 7.23;  14.64; 0.345;F0
 43677; 8.78;   4.69; 1.114;K0
 43678;11.06;   0.88; 0.150;A0
 43679; 8.70;   7.27; 0.421;F2
 43681; 7.44;   3.35; 0.860;G5III
 43682; 9.08;   4.13; 1.100;K2
 43680;10.36;  -0.20; 0.025;A1V
 43683; 6.68;   5.02; 0.701;F8
 43684;11.21;  -2.31; 0.080;A0
 43685; 6.14;   3.43; 0.059;A4III
 43686; 8.16;  16.75; 0.745;G8V
 43687;10.54;   5.03; 0.480;F5
 43689; 7.58;   2.01;-0.092;B4III
 43690; 8.09;   7.62; 0.965;G8III/IV
 43688; 7.37;  -0.20;-0.118;B5V
 43692; 7.15;  13.02; 0.510;F8...
 43691; 8.21;   0.96; 0.900;G5IV
 43693; 8.41;   5.74; 1.118;K2
 43694; 9.83;   8.86; 0.814;G8III
 43695; 8.19;   6.66; 0.435;F5
 43696; 8.27;  11.68; 0.589;G0
 43697; 9.25;   3.61; 0.060;A0V
 43699; 8.23;   2.86;-0.098;B4V
 43698; 8.74;   2.14; 1.641;K5
 43700; 7.45;   3.86; 1.293;K2III
 43701; 8.60;  10.07; 0.479;F8
 43702; 7.16;   0.82; 0.241;O9III
 43703; 9.23;   3.37; 0.567;F7:+...
 43704; 7.39;  12.63; 0.513;F6V
 43705; 9.03;   3.53; 0.042;A0IV
 43706; 8.42;  18.30; 0.656;G5V
 43707; 8.33;   3.54; 1.026;K0III-IV
 43708;11.94;       ; 1.600;M6...
 43709; 8.71;   1.33; 1.153;G5
 43710; 7.96;   6.02; 1.212;K2III
 43711; 7.96;   2.31; 1.440;K3III
 43712; 8.69;   1.94; 0.060;A1V
 43713; 8.86;   9.13; 0.460;F8
 43714; 7.59;  11.08; 0.380;F2
 43715; 9.39;   1.02;-0.010;B9V
 43716; 7.26;   6.21; 1.052;G6/G8III
 43717; 6.97;   1.83; 1.640;K5III
 43718; 9.02;   7.19; 0.399;F5
 43719; 8.23;   5.69; 0.528;F8
 43720; 9.11;   5.21; 0.647;G2V
 43721; 5.40;   8.93; 1.050;G7III
 43722; 8.28;   4.08; 1.459;M0
 43723; 7.44;   3.24; 0.546;F0
 43724; 9.58;  11.09; 0.700;K0
 43725; 9.67;   1.13;-0.018;B8/B9IV/V
 43726; 6.01;  58.50; 0.661;G3V
 43727; 7.82;  16.50; 0.611;G5
 43728; 9.84;   4.85; 0.536;F0
 43729; 7.01;   3.18; 1.596;M0III
 43730; 8.32;   2.60; 0.919;K0
 43731; 8.91;   3.22; 1.034;K0
 43732; 8.28;   6.28; 0.602;G5
 43733; 9.11;   1.34; 1.142;K2/K3III:
 43734; 8.94;   2.13; 0.954;G6IV
 43735; 7.84;   6.31; 1.203;G5
 43736; 7.23;   5.74; 0.546;F3/F5III
 43737; 7.62;  13.38; 0.628;G5
 43738; 9.24;   7.14; 0.403;F0
 43739; 7.23;   2.26; 1.628;K5
 43740; 9.86;  -0.82; 1.084;K2
 43741; 9.13;   3.50; 0.319;A5
 43742; 8.70;   4.50; 0.362;F2
 43743; 9.24;   1.87; 0.181;A2
 43744; 8.46;   4.93; 0.520;F5
 43745;11.06;  32.87; 1.423;M0
 43746; 6.59;   0.73; 1.657;K5
 43747; 8.00;   2.98; 0.179;A2V
 43748; 9.68;   5.49; 0.484;F5
 43749; 7.97;   2.04; 0.906;K0III+...
 43750; 8.85;   8.13; 0.639;G5
 43751; 8.32;  23.07; 0.900;G5
 43752; 8.51;   3.85; 1.277;K2
 43753; 7.70;  18.24; 0.627;G2V
 43754; 8.10;   8.98; 1.198;K2III
 43755; 8.95;   4.88; 0.486;F8
 43756;10.05;  25.81; 1.209;K3...
 43757; 9.25;   1.46; 1.128;K0
 43758; 8.02;   1.34; 1.599;M0/M1III
 43759; 8.59;   2.90; 0.086;A2
 43760; 9.44;  21.59; 0.824;K0V
 43762; 8.31;   2.13; 0.090;A0V
 43761; 7.41;   5.34; 1.145;K1III
 43763; 6.36;   3.75;-0.086;B5V
 43764; 7.61;   1.36; 0.288;A5
 43765; 8.46;   1.29; 0.002;B9V
 43766; 6.73;  21.70; 0.665;G5V
 43767; 7.75;   6.21; 0.980;K0
 43768;10.59;  -0.55; 0.170;F0
 43769; 8.88;   3.54; 1.500;K3III:
 43770; 7.29;   5.13;-0.020;B9
 43771; 8.66;  32.12; 1.022;K2/K3III
 43772; 7.10;   8.89; 1.048;K1III
 43773; 8.26;   1.14; 0.947;G0
 43774; 6.98;   8.28; 0.200;A2
 43776; 7.59;   3.33; 1.158;K0
 43775; 7.39;   6.50; 0.107;A0
 43777; 7.38;  17.57; 0.842;K0/K1V
 43778; 8.81;   0.29; 0.334;WC...
 43779; 8.01;   2.94; 1.252;K5
 43780; 7.21;   3.10; 0.793;A6:+...
 43781; 7.15;   8.96; 1.126;K1III
 43782; 7.62;   0.59; 1.272;K1III
 43783; 3.84;  10.45;-0.104;B8III
 43784; 8.44;   2.24; 0.098;B9
 43785; 8.37;   4.54; 0.439;F3IV/V
 43786; 8.56;   2.81;-0.017;A0
 43787; 9.23;   4.46; 0.457;G5
 43788; 9.04;   1.46; 1.141;K0
 43789; 9.20;   1.08; 0.958;K0
 43790; 9.99;  49.92; 1.372;M1
 43791; 8.64;  10.92; 0.555;F7V
 43792; 8.05;   2.43; 0.134;B3Vne
 43793; 8.68;   4.77; 1.063;G5
 43794; 7.57;   5.71; 0.017;A0V
 43795; 7.75;   6.01; 0.926;K0
 43796; 8.58;   2.78; 0.029;A0V
 43797; 5.70;  41.41; 0.481;F6V
 43798; 5.75;   7.67; 1.327;K2/K3III
 43799; 8.72;   2.08; 1.760;
 43800; 7.06;   4.02; 1.532;K2/K3III
 43801; 8.97;   2.88; 0.965;G8III
 43802;10.63;  13.37; 0.979;K3V
 43803; 7.83;   6.62; 1.088;K1III
 43804;10.12;  -0.24; 0.483;F5
 43805; 6.86;   6.49; 0.168;A0
 43806; 7.26;   2.64; 1.484;K3III
 43807; 6.26;   3.49;-0.152;B3IV
 43808; 9.44;   8.40; 0.870;G8V
 43809; 7.97;   2.90; 1.355;K2III
 43810; 7.02;   7.29; 1.129;K2
 43811; 6.28;   0.90; 2.975;C6II
 43812; 8.26;   2.96; 0.200;B9IV
 43813; 3.11;  21.64; 0.978;G8III-IV
 43814; 8.75;   7.60; 0.309;A1m...
 43815; 7.07;   0.92; 0.485;F3/F5Ib
 43816; 6.68;   4.56; 1.275;K2
 43820; 8.05;       ; 1.385;K5V
 43817; 7.36;   6.53; 0.025;A0
 43818; 8.35;   2.90; 0.368;F2
 43819; 9.22;   7.63; 0.351;F2
 43821; 7.62;   0.12; 1.470;K4III
 43822; 6.07;  10.24; 0.220;A3
 43823; 8.77;   1.78; 1.068;K0III
 43824; 8.80;   5.90; 0.424;F8
 43825; 4.87;  14.40; 0.142;A3IV
 43826; 7.56;   4.73;-0.006;A0
 43827;10.68;   0.80; 0.622;F5
 43828;10.92;   3.60; 0.629;G0
 43829; 8.50;   3.01; 0.450;F8
 43830; 9.28;   2.82; 0.870;G5
 43831; 8.93;   2.43; 1.586;M3S
 43832; 8.60;   4.72; 0.328;F0
 43833; 7.79;   3.72; 0.873;G0
 43834; 5.23;   5.68; 1.000;G8II-III
 43835; 8.76;   1.67; 1.245;M3e-M9:e
 43836; 7.82;   3.87; 0.313;F0
 43837; 6.93;   4.63; 1.104;K0
 43838; 8.52;   3.86; 0.971;K0III
 43839; 9.02;   1.06; 0.130;A0Vn
 43840; 8.52;   2.08; 1.060;K0
 43841; 8.94;  23.49; 0.908;K0
 43842; 7.66;   1.59; 0.071;B2/B3II
 43843; 7.89;  12.91; 0.551;F8
 43844; 8.43;   4.26; 1.071;G5
 43845; 8.19;  16.97; 0.631;G2V
 43846; 8.50;   2.39; 1.299;K5
 43847; 8.35;   0.83;-0.005;B9V
 43848; 8.53;   5.76; 1.000;G8III
 43849; 7.89;   3.68; 1.066;G5
 43850; 6.47;   4.01; 1.393;K2III
 43851; 5.44;   5.60; 1.462;K5III
 43852; 7.69;  38.21; 0.771;G5
 43853; 6.39;  14.24; 0.157;A4V
 43854; 8.24;   2.89; 1.200;K0
 43855; 8.54;   4.35; 0.289;Am
 43856; 8.83;   3.74; 0.408;F2
 43857; 8.11;   1.43; 1.247;K0
 43858; 7.96;   9.68; 0.503;F8
 43859; 8.11;   6.01; 0.202;B9
 43860; 9.36;  11.09; 0.580;F8V
 43861; 8.16;  21.68; 0.711;G5
 43862; 7.83;   5.36; 0.678;G0
 43863; 7.97;   3.71; 1.281;K0
 43864; 9.07;   3.27; 1.140;K0III/IV
 43865; 8.25;   9.20; 0.370;F2V
 43866; 9.23;   3.55;-0.270;A
 43867; 7.69;   2.38; 1.695;K0
 43868; 8.05;   0.47;-0.193;B1Ib
 43869; 8.87;   1.01; 0.039;B9V
 43870; 8.71;   9.16; 0.630;G5
 43871; 6.74;  12.65; 0.403;F3V
 43872; 8.74;   4.02; 0.581;G5V
 43873; 9.12;   6.69; 0.539;F5V
 43874; 8.72;  12.39; 0.630;G5V
 43875; 7.38;   1.27; 1.704;M1III
 43876; 8.73;   5.24; 0.285;F0
 43877; 8.31;   4.37; 1.057;K0III
 43879; 8.47;   7.33; 0.330;A8III/IV
 43878; 4.68;   8.68;-0.115;B5V
 43880; 6.85;  25.36; 0.616;G1V
 43881; 7.38;   7.45; 1.340;K0
 43882; 8.58;  18.64; 0.620;G2V
 43885; 8.91;  -0.54; 0.142;A1V
 43886; 7.48;  23.87; 0.556;F8
 43884; 9.20;   6.19; 0.500;G0
 43883; 8.87;   5.61; 0.695;A1V
 43888; 7.78;   4.03; 0.983;G8III
 43887; 8.23;   2.40; 1.264;K2III
 43889; 9.67;   3.07; 0.468;F5
 43890; 7.57;   3.37; 0.233;A5IV
 43891;10.52;   9.40; 0.929;
 43892; 7.90;   2.28; 1.027;G8III
 43893; 8.97;   2.68; 0.406;F0III/IV
 43894; 5.90;  13.81; 0.378;F3III
 43895; 9.90;   5.76; 0.420;F8
 43896; 7.76;   1.92; 1.583;K5
 43897; 8.39;  13.60; 0.672;F8
 43898; 6.84;  12.89; 0.344;F0
 43899; 5.95;   4.42; 1.544;K3III
 43900; 8.77;   3.06; 1.045;G8IV
 43901;10.48;   1.96; 0.400;F2
 43902; 6.13;   3.21; 1.001;G8II-III
 43903; 5.57;  10.59; 0.877;G6III
 43904; 7.32;  20.55; 0.511;G0
 43905; 9.27;   0.15; 5.300;R6v
 43906; 9.61;   0.77; 1.238;K0
 43907; 8.88;   3.44; 0.240;A2
 43908; 5.43;  20.73; 0.306;F0III
 43909; 7.20;   5.41;-0.040;B8/B9Vn
 43910; 8.73;   3.82; 1.337;K2
 43911; 8.34;   5.34; 0.279;A8V
 43912; 8.87;   3.83; 1.026;K1III
 43913; 8.10;   2.24; 1.388;K2
 43914; 8.91;   0.36; 0.043;B8V
 43915; 7.62;  10.64; 0.966;G5
 43916;10.23;   2.16; 0.600;F8
 43917; 8.86;   2.77; 1.283;K1III
 43918; 9.24;  -0.36; 0.159;G0
 43919; 8.78;   3.36; 1.288;K2
 43920; 6.56;  14.86; 0.413;F3/F5V
 43921; 8.88;   9.08; 0.506;F7V
 43922; 9.43;   5.68; 1.450;K5
 43923; 5.72;  14.21; 1.125;K1IV
 43924; 9.69;   2.52; 0.460;F5
 43925; 8.06;   5.73; 1.279;K1III
 43926; 9.36;   1.47; 0.161;A2V
 43927; 8.26;   2.77; 0.473;F3/F5II
 43928; 7.36;   1.55; 1.100;G5
 43929;10.28;  13.86; 1.087;K5V
 43930; 6.99;   3.54; 1.351;K3III
 43931; 8.56;   3.01; 1.054;G5
 43932; 5.44;  16.73; 0.181;A7IV
 43933; 6.97;   2.54; 1.476;K2
 43934; 8.47;   4.28; 0.360;Fm...
 43935; 8.16;   7.96; 0.420;F5
 43936; 7.62;   1.82; 1.110;K2/3III +A/F
 43937; 4.93;   5.25;-0.182;B2IV-V
 43938; 7.16;   0.43; 1.712;K3Ib
 43939; 8.57;   0.66; 1.260;K1III
 43940; 9.83;   1.16; 1.147;K0
 43941; 8.98;   2.74; 0.962;G8III
 43942; 9.91;  10.18; 0.633;G5IV/V
 43943; 8.82;   1.29; 1.086;K2
 43945; 9.52;   0.36; 1.515;K2
 43944; 8.55;   7.14; 0.228;A3
 43946; 8.13;       ; 0.507;F5
 43947; 8.34;  25.82; 0.486;F5V
 43948;10.60;  60.99; 1.511;M5
 43949; 7.17;   4.43; 1.022;K0
 43950; 7.04;   5.60; 0.910;G5
 43951; 8.48;   4.35; 0.341;F5
 43952; 9.07;   3.06; 0.311;F0
 43953; 8.52;   5.30; 1.047;K0
 43954; 6.93;   7.14; 0.917;G8III
 43955; 7.31;   3.39; 0.002;B3V
 43956;10.03;   7.57; 1.500;M...
 43957; 6.17;   8.50; 1.001;K1III
 43958; 7.05;   3.37; 1.438;K4III
 43959; 7.83;   9.21; 0.471;F5V
 43960; 8.37;   3.99; 0.952;G5
 43961; 8.81;   4.94; 0.560;G5
 43962; 7.32;   6.58; 0.064;A0
 43963; 7.97;   1.84; 1.596;M5III
 43964; 8.00;   2.13;-0.032;B5V
 43965; 8.11;   1.48;-0.100;B3III
 43966; 6.95;   8.61; 0.364;F2
 43967; 8.78;   0.76; 1.710;M0
 43968; 7.67;   4.36; 0.938;G5
 43969;11.55;  35.02; 1.447;
 43970; 5.22;  20.39; 0.149;A5III
 43971; 9.01;   2.99; 0.051;A0V
 43972; 8.91;   0.10;-0.020;B5III
 43973; 9.52;  18.15; 0.659;G0
 43974; 8.99;  10.06; 0.533;F8/G0V
 43975; 8.14;   1.69; 0.579;G0
 43976; 6.99;  12.14; 0.302;A5
 43977; 8.06;   1.82; 0.956;G5
 43978; 8.96;   0.02; 0.070;B9.5V
 43979; 7.55;   6.09; 1.018;K0III
 43980; 9.44;   6.09; 0.528;
 43981; 7.84;  16.87; 0.502;F8
 43982;10.79;   3.88; 0.484;F5
 43983; 9.36;  18.29; 0.800;K0V
 43984; 6.89;   5.32; 0.168;A2
 43985; 8.42;   4.60; 1.396;K
 43986; 9.21;   4.59; 1.160;K0III
 43987; 7.39;   2.91;-0.155;B5Vn
 43988; 8.67;  20.26; 0.756;K0
 43989; 7.09;  -0.07; 0.119;B0II
 43990; 9.74;   4.44; 0.434;F2
 43991; 9.45;   7.39; 0.480;F8/G0V
 43992; 7.74;   3.63; 1.039;K0
 43993; 8.82;   0.04;-0.002;A0
 43994; 7.98;   6.79;-0.009;A0
 43995; 8.31;   9.98; 0.381;F3V
